怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	神将	一级神将素材	专属技能
11112	官渡枪兵	81	2	11	5	10	25345	36262	49425	13218	13215	1875	1875	1875	1875	1875	1875	hero/dengai.png	0		
11122	官渡枪兵	81	2	11	3	10	25642	36642	49916	13358	13355	1890	1890	1890	1890	1890	1890	hero/dengai.png	0		
11132	官渡枪兵	81	2	11	3	10	25940	37022	50407	13498	13495	1905	1905	1905	1905	1905	1905	hero/dengai.png	0		
11142	官渡枪兵	81	2	11	5	10	26238	37402	50898	13638	13635	1920	1920	1920	1920	1920	1920	hero/dengai.png	0		
11152	官渡枪兵	82	2	11	5	10	26537	37782	51389	13778	13775	1935	1935	1935	1935	1935	1935	hero/dengai.png	0		
11162	官渡枪兵	82	2	11	3	10	26836	38162	51880	13918	13915	1950	1950	1950	1950	1950	1950	hero/dengai.png	0		
11172	官渡枪兵	82	2	11	3	10	27136	38542	52371	14058	14055	1965	1965	1965	1965	1965	1965	hero/dengai.png	0		
11182	官渡枪兵	82	2	11	3	10	27437	38922	52862	14198	14195	1980	1980	1980	1980	1980	1980	hero/dengai.png	0		
11192	官渡枪兵	82	2	11	5	10	27738	39302	53353	14338	14335	1995	1995	1995	1995	1995	1995	hero/dengai.png	0		
11202	官渡枪兵	83	2	11	3	10	28039	39682	53844	14478	14475	2010	2010	2010	2010	2010	2010	hero/dengai.png	0		
12012	合肥枪兵	83	2	12	5	10	28341	40062	54335	14618	14615	2025	2025	2025	2025	2025	2025	hero/caopi.png	0		
12022	合肥枪兵	83	2	12	5	10	28644	40442	54826	14758	14755	2040	2040	2040	2040	2040	2040	hero/caopi.png	0		
12032	合肥枪兵	83	2	12	5	10	28947	40822	55317	14898	14895	2055	2055	2055	2055	2055	2055	hero/caopi.png	0		
12042	合肥枪兵	83	2	12	5	10	29251	41202	55808	15038	15035	2070	2070	2070	2070	2070	2070	hero/caopi.png	0		
12052	合肥枪兵	84	2	12	5	10	29555	41582	56299	15178	15175	2085	2085	2085	2085	2085	2085	hero/caopi.png	0		
12062	合肥枪兵	84	2	12	3	10	29860	41962	56790	15318	15315	2100	2100	2100	2100	2100	2100	hero/caopi.png	0		
12072	合肥枪兵	84	2	12	3	10	30165	42342	57281	15458	15455	2115	2115	2115	2115	2115	2115	hero/caopi.png	0		
12082	合肥枪兵	84	2	12	3	10	30471	42722	57772	15598	15595	2130	2130	2130	2130	2130	2130	hero/caopi.png	0		
12092	合肥枪兵	84	2	12	3	10	30777	43102	58263	15738	15735	2145	2145	2145	2145	2145	2145	hero/caopi.png	0		
12102	合肥枪兵	85	2	12	5	10	31084	43482	58754	15878	15875	2160	2160	2160	2160	2160	2160	hero/caopi.png	0		
12112	合肥枪兵	85	2	12	5	10	31391	43862	59245	16018	16015	2175	2175	2175	2175	2175	2175	hero/caopi.png	0		
12122	合肥枪兵	85	2	12	5	10	31699	44242	59736	16158	16155	2190	2190	2190	2190	2190	2190	hero/caopi.png	0		
12132	合肥枪兵	85	2	12	3	10	32007	44622	60227	16298	16295	2205	2205	2205	2205	2205	2205	hero/caopi.png	0		
12142	合肥枪兵	85	2	12	3	10	32316	45002	60718	16438	16435	2220	2220	2220	2220	2220	2220	hero/caopi.png	0		
12152	合肥枪兵	86	2	12	5	10	32626	45382	61209	16578	16575	2235	2235	2235	2235	2235	2235	hero/caopi.png	0		
12162	合肥枪兵	86	2	12	5	10	32935	45762	61700	16718	16715	2250	2250	2250	2250	2250	2250	hero/caopi.png	0		
12172	合肥枪兵	86	2	12	5	10	33246	46142	62191	16858	16855	2265	2265	2265	2265	2265	2265	hero/caopi.png	0		
12182	合肥枪兵	86	2	12	5	10	33557	46522	62682	16998	16995	2280	2280	2280	2280	2280	2280	hero/caopi.png	0		
12192	合肥枪兵	86	2	12	3	10	33868	46902	63173	17138	17135	2295	2295	2295	2295	2295	2295	hero/caopi.png	0		
12202	太史慈	87	2	12	5	10	34171	47262	63668	17260	17257	2310	2310	2310	2310	2310	2310	hero/taishici.png	0		
10013	宛城骑兵	75	3	10	5	10	16708	23579	34695	9642	9642	1425	1425	1425	1425	1425	1425	hero/qi.png	0		
10023	宛城骑兵	75	3	10	3	10	16987	23951	35186	9786	9786	1440	1440	1440	1440	1440	1440	hero/qi.png	0		
10033	宛城骑兵	75	3	10	3	10	17266	24323	35677	9930	9930	1455	1455	1455	1455	1455	1455	hero/qi.png	0		
10043	宛城骑兵	75	3	10	5	10	17546	24695	36168	10074	10074	1470	1470	1470	1470	1470	1470	hero/qi.png	0		
10053	宛城骑兵	76	3	10	3	10	17827	25067	36659	10218	10218	1485	1485	1485	1485	1485	1485	hero/qi.png	0		
10063	宛城骑兵	76	3	10	5	10	18109	25439	37150	10362	10362	1500	1500	1500	1500	1500	1500	hero/qi.png	0		
10073	宛城骑兵	76	3	10	5	10	18391	25811	37641	10506	10506	1515	1515	1515	1515	1515	1515	hero/qi.png	0		
10083	宛城骑兵	76	3	10	3	10	18673	26183	38132	10650	10650	1530	1530	1530	1530	1530	1530	hero/qi.png	0		
10093	宛城骑兵	76	3	10	3	10	18957	26555	38623	10794	10794	1545	1545	1545	1545	1545	1545	hero/qi.png	0		
10103	宛城骑兵	77	3	10	5	10	19241	26927	39114	10938	10938	1560	1560	1560	1560	1560	1560	hero/qi.png	0		
10113	宛城骑兵	77	3	10	5	10	19525	27299	39605	11082	11082	1575	1575	1575	1575	1575	1575	hero/qi.png	0		
10123	宛城骑兵	77	3	10	3	10	19811	27671	40096	11226	11226	1590	1590	1590	1590	1590	1590	hero/qi.png	0		
10133	宛城骑兵	77	3	10	5	10	20096	28043	40587	11370	11370	1605	1605	1605	1605	1605	1605	hero/qi.png	0		
10143	宛城骑兵	77	3	10	3	10	20383	28415	41078	11514	11514	1620	1620	1620	1620	1620	1620	hero/qi.png	0		
10153	宛城骑兵	78	3	10	5	10	20670	28787	41569	11658	11658	1635	1635	1635	1635	1635	1635	hero/qi.png	0		
10163	宛城骑兵	78	3	10	5	10	20958	29159	42060	11802	11802	1650	1650	1650	1650	1650	1650	hero/qi.png	0		
10173	宛城骑兵	78	3	10	3	10	21246	29531	42551	11946	11946	1665	1665	1665	1665	1665	1665	hero/qi.png	0		
10183	宛城骑兵	78	3	10	3	10	21535	29903	43042	12090	12090	1680	1680	1680	1680	1680	1680	hero/qi.png	0		
10193	宛城骑兵	78	3	10	3	10	21824	30275	43533	12234	12234	1695	1695	1695	1695	1695	1695	hero/qi.png	0		
10203	宛城骑兵	79	3	10	3	10	22115	30647	44024	12378	12378	1710	1710	1710	1710	1710	1710	hero/qi.png	0		
11013	官渡骑兵	79	3	11	5	10	22405	31019	44515	12522	12522	1725	1725	1725	1725	1725	1725	hero/huaxiong.png	0		
11023	官渡骑兵	79	3	11	5	10	22697	31391	45006	12666	12666	1740	1740	1740	1740	1740	1740	hero/huaxiong.png	0		
11033	官渡骑兵	79	3	11	5	10	22989	31763	45497	12810	12810	1755	1755	1755	1755	1755	1755	hero/huaxiong.png	0		
11043	官渡骑兵	79	3	11	3	10	23281	32135	45988	12954	12954	1770	1770	1770	1770	1770	1770	hero/huaxiong.png	0		
11053	官渡骑兵	80	3	11	3	10	23574	32507	46479	13098	13098	1785	1785	1785	1785	1785	1785	hero/huaxiong.png	0		
11063	官渡骑兵	80	3	11	5	10	23868	32879	46970	13242	13242	1800	1800	1800	1800	1800	1800	hero/huaxiong.png	0		
11073	官渡骑兵	80	3	11	5	10	24162	33251	47461	13386	13386	1815	1815	1815	1815	1815	1815	hero/huaxiong.png	0		
11083	官渡骑兵	80	3	11	5	10	24457	33623	47952	13530	13530	1830	1830	1830	1830	1830	1830	hero/huaxiong.png	0		
11093	官渡骑兵	80	3	11	5	10	24752	33995	48443	13674	13674	1845	1845	1845	1845	1845	1845	hero/huaxiong.png	0		
11103	官渡骑兵	81	3	11	5	10	25048	34367	48934	13818	13818	1860	1860	1860	1860	1860	1860	hero/huaxiong.png	0		
11113	官渡骑兵	81	3	11	5	10	25345	34739	49425	13962	13962	1875	1875	1875	1875	1875	1875	hero/huaxiong.png	0		
11123	官渡骑兵	81	3	11	3	10	25642	35111	49916	14106	14106	1890	1890	1890	1890	1890	1890	hero/huaxiong.png	0		
11133	官渡骑兵	81	3	11	5	10	25940	35483	50407	14250	14250	1905	1905	1905	1905	1905	1905	hero/huaxiong.png	0		
11143	官渡骑兵	81	3	11	5	10	26238	35855	50898	14394	14394	1920	1920	1920	1920	1920	1920	hero/huaxiong.png	0		
11153	官渡骑兵	82	3	11	3	10	26537	36227	51389	14538	14538	1935	1935	1935	1935	1935	1935	hero/huaxiong.png	0		
11163	官渡骑兵	82	3	11	5	10	26836	36599	51880	14682	14682	1950	1950	1950	1950	1950	1950	hero/huaxiong.png	0		
11173	官渡骑兵	82	3	11	5	10	27136	36971	52371	14826	14826	1965	1965	1965	1965	1965	1965	hero/huaxiong.png	0		
11183	官渡骑兵	82	3	11	5	10	27437	37343	52862	14970	14970	1980	1980	1980	1980	1980	1980	hero/huaxiong.png	0		
11193	官渡骑兵	82	3	11	5	10	27738	37715	53353	15114	15114	1995	1995	1995	1995	1995	1995	hero/huaxiong.png	0		
11203	颜良	83	3	11	3	10	28039	38087	53844	15258	15258	2010	2010	2010	2010	2010	2010	hero/yanliang.png	0		
12013	合肥骑兵	83	3	12	5	10	28341	38459	54335	15402	15402	2025	2025	2025	2025	2025	2025	hero/qi.png	0		
12023	合肥骑兵	83	3	12	3	10	28644	38831	54826	15546	15546	2040	2040	2040	2040	2040	2040	hero/qi.png	0		
12033	合肥骑兵	83	3	12	5	10	28947	39203	55317	15690	15690	2055	2055	2055	2055	2055	2055	hero/qi.png	0		
12043	合肥骑兵	83	3	12	3	10	29251	39575	55808	15834	15834	2070	2070	2070	2070	2070	2070	hero/qi.png	0		
12053	合肥骑兵	84	3	12	5	10	29555	39947	56299	15978	15978	2085	2085	2085	2085	2085	2085	hero/qi.png	0		
12063	合肥骑兵	84	3	12	5	10	29860	40319	56790	16122	16122	2100	2100	2100	2100	2100	2100	hero/qi.png	0		
12073	合肥骑兵	84	3	12	3	10	30165	40691	57281	16266	16266	2115	2115	2115	2115	2115	2115	hero/qi.png	0		
12083	合肥骑兵	84	3	12	5	10	30471	41063	57772	16410	16410	2130	2130	2130	2130	2130	2130	hero/qi.png	0		
12093	合肥骑兵	84	3	12	3	10	30777	41435	58263	16554	16554	2145	2145	2145	2145	2145	2145	hero/qi.png	0		
12103	合肥骑兵	85	3	12	3	10	31084	41807	58754	16698	16698	2160	2160	2160	2160	2160	2160	hero/qi.png	0		
12113	合肥骑兵	85	3	12	3	10	31391	42179	59245	16842	16842	2175	2175	2175	2175	2175	2175	hero/qi.png	0		
12123	合肥骑兵	85	3	12	3	10	31699	42551	59736	16986	16986	2190	2190	2190	2190	2190	2190	hero/qi.png	0		
12133	合肥骑兵	85	3	12	5	10	32007	42923	60227	17130	17130	2205	2205	2205	2205	2205	2205	hero/qi.png	0		
12143	合肥骑兵	85	3	12	5	10	32316	43295	60718	17274	17274	2220	2220	2220	2220	2220	2220	hero/qi.png	0		
12153	合肥骑兵	86	3	12	3	10	32626	43667	61209	17418	17418	2235	2235	2235	2235	2235	2235	hero/qi.png	0		
12163	合肥骑兵	86	3	12	3	10	32935	44039	61700	17562	17562	2250	2250	2250	2250	2250	2250	hero/qi.png	0		
12173	合肥骑兵	86	3	12	3	10	33246	44411	62191	17706	17706	2265	2265	2265	2265	2265	2265	hero/qi.png	0		
12183	合肥骑兵	86	3	12	3	10	33557	44783	62682	17850	17850	2280	2280	2280	2280	2280	2280	hero/qi.png	0		
12193	合肥骑兵	86	3	12	5	10	33868	45155	63173	17994	17994	2295	2295	2295	2295	2295	2295	hero/qi.png	0		
12203	合肥骑兵	87	3	12	5	10	34171	45525	63668	18110	18110	2310	2310	2310	2310	2310	2310	hero/qi.png	0		
10014	张燕	75	4	10	3	10	16708	24862	31047	6452	11574	1425	1425	1425	1425	1425	1425	hero/sunce.png	0		
10024	区星	75	4	10	5	10	16987	25242	31457	6576	11729	1440	1440	1440	1440	1440	1440	hero/zhoutai.png	0		
10034	土安	75	4	10	3	10	17266	25622	31867	6700	11884	1455	1455	1455	1455	1455	1455	hero/huaxiong.png	0		
10044	秦琪	75	4	10	3	10	17546	26002	32277	6824	12039	1470	1470	1470	1470	1470	1470	hero/dengai.png	0		
10054	穆顺	76	4	10	3	10	17827	26382	32687	6948	12194	1485	1485	1485	1485	1485	1485	hero/weiyan.png	0		
10064	李铁	76	4	10	5	10	18109	26762	33097	7072	12349	1500	1500	1500	1500	1500	1500	hero/caopi.png	0		
10074	路昭	76	4	10	3	10	18391	27142	33507	7196	12504	1515	1515	1515	1515	1515	1515	hero/huanggai.png	0		
10084	赵鹏	76	4	10	5	10	18673	27522	33917	7320	12659	1530	1530	1530	1530	1530	1530	hero/zhoutai.png	0		
10094	赵辉	76	4	10	5	10	18957	27902	34327	7444	12814	1545	1545	1545	1545	1545	1545	hero/sunce.png	0		
10104	柴庆	77	4	10	3	10	19241	28282	34737	7568	12969	1560	1560	1560	1560	1560	1560	hero/huaxiong.png	0		
10114	詹阳	77	4	10	5	10	19525	28662	35147	7692	13124	1575	1575	1575	1575	1575	1575	hero/zhugedan.png	0		
10124	孙高	77	4	10	5	10	19811	29042	35557	7816	13279	1590	1590	1590	1590	1590	1590	hero/dengai.png	0		
10134	黄兴	77	4	10	5	10	20096	29422	35967	7940	13434	1605	1605	1605	1605	1605	1605	hero/weiyan.png	0		
10144	杨超	77	4	10	5	10	20383	29802	36377	8064	13589	1620	1620	1620	1620	1620	1620	hero/sunce.png	0		
10154	赵磊	78	4	10	3	10	20670	30182	36787	8188	13744	1635	1635	1635	1635	1635	1635	hero/zhoutai.png	0		
10164	方悦	78	4	10	5	10	20958	30562	37197	8312	13899	1650	1650	1650	1650	1650	1650	hero/huaxiong.png	0		
10174	蒋齐	78	4	10	3	10	21246	30942	37607	8436	14054	1665	1665	1665	1665	1665	1665	hero/huanggai.png	0		
10184	奚泥	78	4	10	5	10	21535	31322	38017	8560	14209	1680	1680	1680	1680	1680	1680	hero/dengai.png	0		
10194	孔秀	78	4	10	5	10	21824	31702	38427	8684	14364	1695	1695	1695	1695	1695	1695	hero/sunce.png	0		
10204	郭嘉	79	4	10	3	10	22115	32082	38837	8808	14519	1710	1710	1710	1710	1710	1710	hero/guojia.png	0		
11014	虞信	79	4	11	3	10	22405	32462	39247	8932	14674	1725	1725	1725	1725	1725	1725	hero/huaxiong.png	0		
11024	孙莽	79	4	11	3	10	22697	32842	39657	9056	14829	1740	1740	1740	1740	1740	1740	hero/caopi.png	0		
11034	杨冬	79	4	11	3	10	22989	33222	40067	9180	14984	1755	1755	1755	1755	1755	1755	hero/zhoutai.png	0		
11044	冯楷	79	4	11	5	10	23281	33602	40477	9304	15139	1770	1770	1770	1770	1770	1770	hero/sunce.png	0		
11054	张宁	80	4	11	5	10	23574	33982	40887	9428	15294	1785	1785	1785	1785	1785	1785	hero/huaxiong.png	0		
11064	韩江	80	4	11	3	10	23868	34362	41297	9552	15449	1800	1800	1800	1800	1800	1800	hero/dengai.png	0		
11074	李超	80	4	11	3	10	24162	34742	41707	9676	15604	1815	1815	1815	1815	1815	1815	hero/weiyan.png	0		
11084	张元	80	4	11	5	10	24457	35122	42117	9800	15759	1830	1830	1830	1830	1830	1830	hero/huanggai.png	0		
11094	刘刚	80	4	11	5	10	24752	35502	42527	9924	15914	1845	1845	1845	1845	1845	1845	hero/caopi.png	0		
11104	梁刚	81	4	11	5	10	25048	35882	42937	10048	16069	1860	1860	1860	1860	1860	1860	hero/sunce.png	0		
11114	张让	81	4	11	5	10	25345	36262	43347	10172	16224	1875	1875	1875	1875	1875	1875	hero/zhoutai.png	0		
11124	曹性	81	4	11	3	10	25642	36642	43757	10296	16379	1890	1890	1890	1890	1890	1890	hero/qi.png	0		
11134	公孙续	81	4	11	5	10	25940	37022	44167	10420	16534	1905	1905	1905	1905	1905	1905	hero/huaxiong.png	0		
11144	王飞	81	4	11	5	10	26238	37402	44577	10544	16689	1920	1920	1920	1920	1920	1920	hero/dengai.png	0		
11154	赵诚	82	4	11	3	10	26537	37782	44987	10668	16844	1935	1935	1935	1935	1935	1935	hero/huanggai.png	0		
11164	李刚	82	4	11	3	10	26836	38162	45397	10792	16999	1950	1950	1950	1950	1950	1950	hero/weiyan.png	0		
11174	姜超	82	4	11	5	10	27136	38542	45807	10916	17154	1965	1965	1965	1965	1965	1965	hero/caopi.png	0		
11184	黄磊	82	4	11	3	10	27437	38922	46217	11040	17309	1980	1980	1980	1980	1980	1980	hero/zhoutai.png	0		
11194	李典	82	4	11	5	10	27738	39302	46627	11164	17464	1995	1995	1995	1995	1995	1995	hero/sunce.png	0		
11204	官渡谋士	83	4	11	5	10	28039	39682	47037	11288	17619	2010	2010	2010	2010	2010	2010	hero/dengai.png	0		
12014	卢杰	83	4	12	3	10	28341	40062	47447	11412	17774	2025	2025	2025	2025	2025	2025	hero/huaxiong.png	0		
12024	郭阳	83	4	12	3	10	28644	40442	47857	11536	17929	2040	2040	2040	2040	2040	2040	hero/caopi.png	0		
12034	周旭	83	4	12	5	10	28947	40822	48267	11660	18084	2055	2055	2055	2055	2055	2055	hero/weiyan.png	0		
12044	戴员	83	4	12	5	10	29251	41202	48677	11784	18239	2070	2070	2070	2070	2070	2070	hero/huanggai.png	0		
12054	孙凯	84	4	12	5	10	29555	41582	49087	11908	18394	2085	2085	2085	2085	2085	2085	hero/zhoutai.png	0		
12064	陆元	84	4	12	5	10	29860	41962	49497	12032	18549	2100	2100	2100	2100	2100	2100	hero/sunce.png	0		
12074	刘虞	84	4	12	3	10	30165	42342	49907	12156	18704	2115	2115	2115	2115	2115	2115	hero/dengai.png	0		
12084	候成	84	4	12	3	10	30471	42722	50317	12280	18859	2130	2130	2130	2130	2130	2130	hero/weiyan.png	0		
12094	韩福	84	4	12	3	10	30777	43102	50727	12404	19014	2145	2145	2145	2145	2145	2145	hero/huaxiong.png	0		
12104	关靖	85	4	12	5	10	31084	43482	51137	12528	19169	2160	2160	2160	2160	2160	2160	hero/huanggai.png	0		
12114	韩德	85	4	12	3	10	31391	43862	51547	12652	19324	2175	2175	2175	2175	2175	2175	hero/zhoutai.png	0		
12124	孙钊	85	4	12	5	10	31699	44242	51957	12776	19479	2190	2190	2190	2190	2190	2190	hero/caopi.png	0		
12134	谢涛	85	4	12	3	10	32007	44622	52367	12900	19634	2205	2205	2205	2205	2205	2205	hero/dengai.png	0		
12144	袁博	85	4	12	5	10	32316	45002	52777	13024	19789	2220	2220	2220	2220	2220	2220	hero/sunce.png	0		
12154	吕杰	86	4	12	3	10	32626	45382	53187	13148	19944	2235	2235	2235	2235	2235	2235	hero/weiyan.png	0		
12164	陆楠	86	4	12	5	10	32935	45762	53597	13272	20099	2250	2250	2250	2250	2250	2250	hero/huaxiong.png	0		
12174	张昭	86	4	12	5	10	33246	46142	54007	13396	20254	2265	2265	2265	2265	2265	2265	hero/huanggai.png	0		
12184	朱佳	86	4	12	3	10	33557	46522	54417	13520	20409	2280	2280	2280	2280	2280	2280	hero/zhoutai.png	0		
12194	任文波	86	4	12	5	10	33868	46902	54827	13644	20564	2295	2295	2295	2295	2295	2295	hero/caopi.png	0		
12204	合肥谋士	87	4	12	5	10	34171	47262	55218	13785	20726	2310	2310	2310	2310	2310	2310	hero/sunce.png	0		
10025	宛城红颜	75	5	10	5	10	16708	24833	31047	6452	11603	1425	1425	1425	1425	1425	1425	hero/diaochan.png	0		
10035	宛城红颜	75	5	10	5	10	16987	25184	31457	6576	11787	1440	1440	1440	1440	1440	1440	hero/diaochan.png	0		
10045	宛城红颜	75	5	10	5	10	17266	25535	31867	6700	11971	1455	1455	1455	1455	1455	1455	hero/diaochan.png	0		
10055	宛城红颜	75	5	10	3	10	17546	25886	32277	6824	12155	1470	1470	1470	1470	1470	1470	hero/diaochan.png	0		
10065	宛城红颜	76	5	10	5	10	17827	26237	32687	6948	12339	1485	1485	1485	1485	1485	1485	hero/diaochan.png	0		
10075	宛城红颜	76	5	10	5	10	18109	26588	33097	7072	12523	1500	1500	1500	1500	1500	1500	hero/diaochan.png	0		
10085	宛城红颜	76	5	10	5	10	18391	26939	33507	7196	12707	1515	1515	1515	1515	1515	1515	hero/diaochan.png	0		
10095	宛城红颜	76	5	10	5	10	18673	27290	33917	7320	12891	1530	1530	1530	1530	1530	1530	hero/diaochan.png	0		
10105	宛城红颜	76	5	10	3	10	18957	27641	34327	7444	13075	1545	1545	1545	1545	1545	1545	hero/diaochan.png	0		
10115	宛城红颜	77	5	10	3	10	19241	27992	34737	7568	13259	1560	1560	1560	1560	1560	1560	hero/diaochan.png	0		
10125	宛城红颜	77	5	10	3	10	19525	28343	35147	7692	13443	1575	1575	1575	1575	1575	1575	hero/diaochan.png	0		
10135	宛城红颜	77	5	10	5	10	19811	28694	35557	7816	13627	1590	1590	1590	1590	1590	1590	hero/diaochan.png	0		
10145	宛城红颜	77	5	10	5	10	20096	29045	35967	7940	13811	1605	1605	1605	1605	1605	1605	hero/diaochan.png	0		
10155	宛城红颜	77	5	10	5	10	20383	29396	36377	8064	13995	1620	1620	1620	1620	1620	1620	hero/diaochan.png	0		
10165	宛城红颜	78	5	10	3	10	20670	29747	36787	8188	14179	1635	1635	1635	1635	1635	1635	hero/diaochan.png	0		
10175	宛城红颜	78	5	10	5	10	20958	30098	37197	8312	14363	1650	1650	1650	1650	1650	1650	hero/diaochan.png	0		
10185	宛城红颜	78	5	10	3	10	21246	30449	37607	8436	14547	1665	1665	1665	1665	1665	1665	hero/diaochan.png	0		
10195	宛城红颜	78	5	10	3	10	21535	30800	38017	8560	14731	1680	1680	1680	1680	1680	1680	hero/diaochan.png	0		
10205	宛城红颜	78	5	10	5	10	21824	31151	38427	8684	14915	1695	1695	1695	1695	1695	1695	hero/diaochan.png	0		
11015	宛城红颜	79	5	10	3	10	22115	31502	38837	8808	15099	1710	1710	1710	1710	1710	1710	hero/diaochan.png	0		
11025	官渡红颜	79	5	11	3	10	22405	31853	39247	8932	15283	1725	1725	1725	1725	1725	1725	hero/xiaoqiao.png	0		
11035	官渡红颜	79	5	11	3	10	22697	32204	39657	9056	15467	1740	1740	1740	1740	1740	1740	hero/xiaoqiao.png	0		
11045	官渡红颜	79	5	11	5	10	22989	32555	40067	9180	15651	1755	1755	1755	1755	1755	1755	hero/xiaoqiao.png	0		
11055	官渡红颜	79	5	11	5	10	23281	32906	40477	9304	15835	1770	1770	1770	1770	1770	1770	hero/xiaoqiao.png	0		
11065	官渡红颜	80	5	11	5	10	23574	33257	40887	9428	16019	1785	1785	1785	1785	1785	1785	hero/xiaoqiao.png	0		
11075	官渡红颜	80	5	11	3	10	23868	33608	41297	9552	16203	1800	1800	1800	1800	1800	1800	hero/xiaoqiao.png	0		
11085	官渡红颜	80	5	11	5	10	24162	33959	41707	9676	16387	1815	1815	1815	1815	1815	1815	hero/xiaoqiao.png	0		
11095	官渡红颜	80	5	11	5	10	24457	34310	42117	9800	16571	1830	1830	1830	1830	1830	1830	hero/xiaoqiao.png	0		
11105	官渡红颜	80	5	11	5	10	24752	34661	42527	9924	16755	1845	1845	1845	1845	1845	1845	hero/xiaoqiao.png	0		
11115	官渡红颜	81	5	11	5	10	25048	35012	42937	10048	16939	1860	1860	1860	1860	1860	1860	hero/xiaoqiao.png	0		
11125	官渡红颜	81	5	11	5	10	25345	35363	43347	10172	17123	1875	1875	1875	1875	1875	1875	hero/xiaoqiao.png	0		
11135	官渡红颜	81	5	11	5	10	25642	35714	43757	10296	17307	1890	1890	1890	1890	1890	1890	hero/xiaoqiao.png	0		
11145	官渡红颜	81	5	11	3	10	25940	36065	44167	10420	17491	1905	1905	1905	1905	1905	1905	hero/xiaoqiao.png	0		
11155	官渡红颜	81	5	11	5	10	26238	36416	44577	10544	17675	1920	1920	1920	1920	1920	1920	hero/xiaoqiao.png	0		
11165	官渡红颜	82	5	11	3	10	26537	36767	44987	10668	17859	1935	1935	1935	1935	1935	1935	hero/xiaoqiao.png	0		
11175	官渡红颜	82	5	11	3	10	26836	37118	45397	10792	18043	1950	1950	1950	1950	1950	1950	hero/xiaoqiao.png	0		
11185	官渡红颜	82	5	11	5	10	27136	37469	45807	10916	18227	1965	1965	1965	1965	1965	1965	hero/xiaoqiao.png	0		
11195	官渡红颜	82	5	11	3	10	27437	37820	46217	11040	18411	1980	1980	1980	1980	1980	1980	hero/xiaoqiao.png	0		
11205	官渡红颜	82	5	11	3	10	27738	38171	46627	11164	18595	1995	1995	1995	1995	1995	1995	hero/xiaoqiao.png	0		
12015	官渡红颜	83	5	11	3	10	28039	38522	47037	11288	18779	2010	2010	2010	2010	2010	2010	hero/xiaoqiao.png	0		
12025	合肥红颜	83	5	12	5	10	28341	38873	47447	11412	18963	2025	2025	2025	2025	2025	2025	hero/hongyan.png	0		
12035	合肥红颜	83	5	12	3	10	28644	39224	47857	11536	19147	2040	2040	2040	2040	2040	2040	hero/hongyan.png	0		
12045	合肥红颜	83	5	12	5	10	28947	39575	48267	11660	19331	2055	2055	2055	2055	2055	2055	hero/hongyan.png	0		
12055	合肥红颜	83	5	12	5	10	29251	39926	48677	11784	19515	2070	2070	2070	2070	2070	2070	hero/hongyan.png	0		
12065	合肥红颜	84	5	12	3	10	29555	40277	49087	11908	19699	2085	2085	2085	2085	2085	2085	hero/hongyan.png	0		
12075	合肥红颜	84	5	12	5	10	29860	40628	49497	12032	19883	2100	2100	2100	2100	2100	2100	hero/hongyan.png	0		
